Tender ID,Project Name,Project Type,Description,Duration Deadline (days),Location,Max Budget ($),Company ID,Bid Cost ($),Proposed Start Date,Estimated Duration (days),Employees,Experience (years),Company Value ($),Previous Contracts,Reputation Score,Location Advantage,Cost Deviation (%),Deadline Deviation (%),Numeric Rating,Accepted,Reason
222,Project_222,Industrial Complex,Description of Project_222 in Industrial Complex.,384,Suburban,11412731,Company_492,9229293.16,2025-10-03,350,482,43,65371919.26,16,0.62,1,-19.13,-8.85,79.86,1,Cost-effective and timely
222,Project_222,Industrial Complex,Description of Project_222 in Industrial Complex.,384,Suburban,11412731,Company_965,11502003.81,2025-04-03,373,849,31,77959014.64,36,0.55,0,0.78,-2.86,78.08,1,Cost-effective and timely
222,Project_222,Industrial Complex,Description of Project_222 in Industrial Complex.,384,Suburban,11412731,Company_389,11575148.42,2025-09-19,481,985,45,476698367.44,0,0.85,0,1.42,25.26,88.19,1,Cost-effective and timely
223,Project_223,Industrial Complex,Description of Project_223 in Industrial Complex.,653,Rural,16638535,Company_963,17958509.81,2025-02-03,701,265,35,66385620.34,33,0.88,0,7.93,7.35,95.5,1,Cost-effective and timely
223,Project_223,Industrial Complex,Description of Project_223 in Industrial Complex.,653,Rural,16638535,Company_187,16076010.99,2025-04-27,689,272,39,387134172.53,25,0.56,0,-3.38,5.51,80.17,1,Cost-effective and timely
223,Project_223,Industrial Complex,Description of Project_223 in Industrial Complex.,653,Rural,16638535,Company_690,19192789.11,2025-06-17,637,814,34,105182990.86,14,0.77,1,15.35,-2.45,82.2,1,Cost-effective and timely
223,Project_223,Industrial Complex,Description of Project_223 in Industrial Complex.,653,Rural,16638535,Company_415,19117554.68,2025-09-02,726,609,22,127469522.66,20,0.77,0,14.9,11.18,76.06,1,Cost-effective and timely
223,Project_223,Industrial Complex,Description of Project_223 in Industrial Complex.,653,Rural,16638535,Company_659,18845989.72,2025-04-19,617,733,46,196272153.79,24,0.59,0,13.27,-5.51,83.66,1,Cost-effective and timely
224,Project_224,Residential Building,Description of Project_224 in Residential Building.,664,Suburban,962111,Company_296,1074585.26,2025-12-18,669,656,9,77424141.74,35,0.52,0,11.69,0.75,61.07,0,High deviation in cost or deadlines
224,Project_224,Residential Building,Description of Project_224 in Residential Building.,664,Suburban,962111,Company_455,905070.25,2025-11-28,680,464,17,262621844.85,40,0.72,0,-5.93,2.41,79.09,1,Cost-effective and timely
224,Project_224,Residential Building,Description of Project_224 in Residential Building.,664,Suburban,962111,Company_585,1094868.22,2025-05-09,650,148,20,226554063.39,30,0.64,0,13.8,-2.11,72.31,1,Cost-effective and timely
224,Project_224,Residential Building,Description of Project_224 in Residential Building.,664,Suburban,962111,Company_446,1079049.96,2025-08-22,711,449,33,89601134.37,4,0.76,1,12.15,7.08,78.28,1,Cost-effective and timely
224,Project_224,Residential Building,Description of Project_224 in Residential Building.,664,Suburban,962111,Company_739,788800.58,2025-04-02,750,171,40,482499124.08,29,0.89,1,-18.01,12.95,95.03,1,Cost-effective and timely
225,Project_225,Road Construction,Description of Project_225 in Road Construction.,444,Suburban,8617609,Company_256,7130723.88,2025-12-07,421,974,7,62359323.3,7,0.57,0,-17.25,-5.18,54.63,0,High deviation in cost or deadlines
225,Project_225,Road Construction,Description of Project_225 in Road Construction.,444,Suburban,8617609,Company_560,8286806.37,2025-07-03,461,613,44,431511682.62,39,0.62,0,-3.84,3.83,89.72,1,Cost-effective and timely
225,Project_225,Road Construction,Description of Project_225 in Road Construction.,444,Suburban,8617609,Company_455,8341257.69,2025-09-11,408,259,27,382716231.6,33,0.88,0,-3.21,-8.11,91.56,1,Cost-effective and timely
225,Project_225,Road Construction,Description of Project_225 in Road Construction.,444,Suburban,8617609,Company_330,7994655.61,2025-05-06,430,717,11,24774500.8,42,0.78,0,-7.23,-3.15,79.14,1,Cost-effective and timely
225,Project_225,Road Construction,Description of Project_225 in Road Construction.,444,Suburban,8617609,Company_253,10009329.76,2025-02-15,489,793,10,91138394.33,37,0.66,0,16.15,10.14,67.92,0,High deviation in cost or deadlines
226,Project_226,Road Construction,Description of Project_226 in Road Construction.,194,Urban,6822441,Company_837,8158645.14,2025-10-28,231,579,6,205211156.39,43,0.54,1,19.59,19.07,58.66,0,High deviation in cost or deadlines
226,Project_226,Road Construction,Description of Project_226 in Road Construction.,194,Urban,6822441,Company_558,5594204.92,2025-12-16,281,835,27,280993317.4,3,0.98,1,-18.0,44.85,78.49,1,Cost-effective and timely
226,Project_226,Road Construction,Description of Project_226 in Road Construction.,194,Urban,6822441,Company_504,7931149.84,2025-06-18,281,774,17,448647159.82,6,0.71,0,16.25,44.85,62.57,0,High deviation in cost or deadlines
226,Project_226,Road Construction,Description of Project_226 in Road Construction.,194,Urban,6822441,Company_791,6962513.38,2025-12-18,285,413,22,176365304.13,11,0.96,0,2.05,46.91,80.72,1,Cost-effective and timely
226,Project_226,Road Construction,Description of Project_226 in Road Construction.,194,Urban,6822441,Company_883,7023584.65,2025-07-09,243,469,15,90667059.77,12,0.78,1,2.95,25.26,70.83,1,Cost-effective and timely
227,Project_227,Bridge Construction,Description of Project_227 in Bridge Construction.,206,Rural,16635730,Company_415,14515811.89,2025-03-11,215,953,36,140115992.85,21,0.72,0,-12.74,4.37,83.46,1,Cost-effective and timely
227,Project_227,Bridge Construction,Description of Project_227 in Bridge Construction.,206,Rural,16635730,Company_747,15150830.56,2025-01-14,213,502,39,36291231.44,25,0.86,0,-8.93,3.4,94.27,1,Cost-effective and timely
227,Project_227,Bridge Construction,Description of Project_227 in Bridge Construction.,206,Rural,16635730,Company_918,19126709.0,2025-03-09,277,236,13,451098903.72,12,0.61,1,14.97,34.47,58.69,0,High deviation in cost or deadlines
227,Project_227,Bridge Construction,Description of Project_227 in Bridge Construction.,206,Rural,16635730,Company_959,16386038.56,2025-02-08,281,279,46,434842958.44,21,0.53,1,-1.5,36.41,79.31,1,Cost-effective and timely
227,Project_227,Bridge Construction,Description of Project_227 in Bridge Construction.,206,Rural,16635730,Company_469,18841223.31,2025-01-18,258,835,11,306924573.05,32,0.99,0,13.26,25.24,83.7,1,Cost-effective and timely
228,Project_228,Bridge Construction,Description of Project_228 in Bridge Construction.,447,Suburban,19885610,Company_991,18684711.55,2025-08-09,426,974,30,480398101.47,29,0.85,0,-6.04,-4.7,90.18,1,Cost-effective and timely
228,Project_228,Bridge Construction,Description of Project_228 in Bridge Construction.,447,Suburban,19885610,Company_484,21642758.24,2025-06-08,547,565,33,46398394.9,5,0.78,0,8.84,22.37,78.56,1,Cost-effective and timely
228,Project_228,Bridge Construction,Description of Project_228 in Bridge Construction.,447,Suburban,19885610,Company_736,21835978.22,2025-03-28,443,773,14,18393528.34,47,0.96,1,9.81,-0.89,92.8,1,Cost-effective and timely
228,Project_228,Bridge Construction,Description of Project_228 in Bridge Construction.,447,Suburban,19885610,Company_804,20594354.27,2025-09-06,426,661,50,243327056.89,45,0.69,0,3.56,-4.7,98.84,1,Cost-effective and timely
228,Project_228,Bridge Construction,Description of Project_228 in Bridge Construction.,447,Suburban,19885610,Company_632,19635909.91,2025-11-09,439,469,17,477827280.36,43,0.96,0,-1.26,-1.79,94.68,1,Cost-effective and timely
229,Project_229,Industrial Complex,Description of Project_229 in Industrial Complex.,404,Urban,4681134,Company_725,4780826.56,2025-02-25,381,712,27,336858802.13,22,0.84,1,2.13,-5.69,86.2,1,Cost-effective and timely
229,Project_229,Industrial Complex,Description of Project_229 in Industrial Complex.,404,Urban,4681134,Company_980,5540701.15,2025-01-17,495,788,33,220501492.45,35,0.73,0,18.36,22.52,83.3,1,Cost-effective and timely
229,Project_229,Industrial Complex,Description of Project_229 in Industrial Complex.,404,Urban,4681134,Company_623,4370219.98,2025-08-08,465,248,40,420194776.38,40,0.62,1,-6.64,15.1,85.88,1,Cost-effective and timely
229,Project_229,Industrial Complex,Description of Project_229 in Industrial Complex.,404,Urban,4681134,Company_348,3937332.05,2025-05-11,358,452,19,18729083.16,42,0.94,0,-15.89,-11.39,90.47,1,Cost-effective and timely
229,Project_229,Industrial Complex,Description of Project_229 in Industrial Complex.,404,Urban,4681134,Company_118,5273954.58,2025-03-27,373,512,5,400360893.94,34,0.66,1,12.66,-7.67,65.08,0,High deviation in cost or deadlines
230,Project_230,Industrial Complex,Description of Project_230 in Industrial Complex.,313,Suburban,17232489,Company_867,14002904.24,2025-06-15,344,638,36,346131185.54,13,0.65,0,-18.74,9.9,76.24,1,Cost-effective and timely
230,Project_230,Industrial Complex,Description of Project_230 in Industrial Complex.,313,Suburban,17232489,Company_704,15968883.04,2025-01-06,273,93,14,315124525.61,48,0.74,0,-7.33,-12.78,79.46,1,Cost-effective and timely
230,Project_230,Industrial Complex,Description of Project_230 in Industrial Complex.,313,Suburban,17232489,Company_3,17261245.12,2025-09-14,379,717,18,188168928.45,31,0.95,0,0.17,21.09,88.44,1,Cost-effective and timely
230,Project_230,Industrial Complex,Description of Project_230 in Industrial Complex.,313,Suburban,17232489,Company_476,14864853.58,2025-12-11,292,489,32,484549476.16,1,0.98,1,-13.74,-6.71,85.37,1,Cost-effective and timely
230,Project_230,Industrial Complex,Description of Project_230 in Industrial Complex.,313,Suburban,17232489,Company_106,14593841.44,2025-08-04,396,341,42,232470781.36,43,0.88,1,-15.31,26.52,99.82,1,Cost-effective and timely
231,Project_231,Bridge Construction,Description of Project_231 in Bridge Construction.,603,Suburban,636415,Company_403,597327.11,2025-09-08,679,799,17,32987911.87,42,0.88,1,-6.14,12.6,87.7,1,Cost-effective and timely
231,Project_231,Bridge Construction,Description of Project_231 in Bridge Construction.,603,Suburban,636415,Company_908,683917.72,2025-06-14,605,942,11,62466707.34,35,0.58,1,7.46,0.33,66.4,0,High deviation in cost or deadlines
231,Project_231,Bridge Construction,Description of Project_231 in Bridge Construction.,603,Suburban,636415,Company_371,524519.6,2025-11-22,697,218,34,424926743.67,9,0.65,0,-17.58,15.59,73.67,1,Cost-effective and timely
231,Project_231,Bridge Construction,Description of Project_231 in Bridge Construction.,603,Suburban,636415,Company_749,578460.37,2025-07-04,611,168,47,20467260.22,46,0.81,0,-9.11,1.33,103.55,1,Cost-effective and timely
231,Project_231,Bridge Construction,Description of Project_231 in Bridge Construction.,603,Suburban,636415,Company_750,680330.32,2025-06-09,583,518,48,63336014.37,31,0.79,0,6.9,-3.32,98.48,1,Cost-effective and timely
232,Project_232,Industrial Complex,Description of Project_232 in Industrial Complex.,349,Suburban,599394,Company_877,490717.32,2025-11-24,421,84,6,130917437.85,12,0.92,0,-18.13,20.63,69.13,0,High deviation in cost or deadlines
232,Project_232,Industrial Complex,Description of Project_232 in Industrial Complex.,349,Suburban,599394,Company_998,597641.6,2025-11-11,441,171,18,308632929.02,23,0.8,1,-0.29,26.36,77.47,1,Cost-effective and timely
232,Project_232,Industrial Complex,Description of Project_232 in Industrial Complex.,349,Suburban,599394,Company_479,669870.05,2025-04-05,381,223,10,448146364.26,3,0.97,0,11.76,9.17,72.69,1,Cost-effective and timely
232,Project_232,Industrial Complex,Description of Project_232 in Industrial Complex.,349,Suburban,599394,Company_664,548216.38,2025-02-16,322,725,6,367112647.3,27,0.96,0,-8.54,-7.74,79.89,1,Cost-effective and timely
232,Project_232,Industrial Complex,Description of Project_232 in Industrial Complex.,349,Suburban,599394,Company_402,684296.24,2025-12-23,427,781,31,10417159.44,19,0.91,1,14.16,22.35,86.85,1,Cost-effective and timely
233,Project_233,Industrial Complex,Description of Project_233 in Industrial Complex.,507,Urban,12680168,Company_979,14645551.34,2025-12-03,473,929,33,118669825.98,28,0.63,1,15.5,-6.71,78.28,1,Cost-effective and timely
233,Project_233,Industrial Complex,Description of Project_233 in Industrial Complex.,507,Urban,12680168,Company_122,13679061.41,2025-09-28,548,272,13,443647441.76,38,0.55,1,7.88,8.09,65.78,0,High deviation in cost or deadlines
233,Project_233,Industrial Complex,Description of Project_233 in Industrial Complex.,507,Urban,12680168,Company_19,11565202.1,2025-07-14,478,924,38,9079264.04,12,0.97,1,-8.79,-5.72,93.93,1,Cost-effective and timely
233,Project_233,Industrial Complex,Description of Project_233 in Industrial Complex.,507,Urban,12680168,Company_458,13796856.8,2025-09-10,505,598,45,242254184.0,9,0.62,0,8.81,-0.39,82.23,1,Cost-effective and timely
233,Project_233,Industrial Complex,Description of Project_233 in Industrial Complex.,507,Urban,12680168,Company_431,13100260.8,2025-08-13,460,653,11,436889428.78,24,0.61,0,3.31,-9.27,65.27,0,High deviation in cost or deadlines
234,Project_234,Residential Building,Description of Project_234 in Residential Building.,294,Rural,4158761,Company_843,3529763.71,2025-04-01,386,284,38,376500711.43,43,0.9,0,-15.12,31.29,98.13,1,Cost-effective and timely
234,Project_234,Residential Building,Description of Project_234 in Residential Building.,294,Rural,4158761,Company_741,4238429.55,2025-04-12,356,893,30,50617938.05,4,0.9,1,1.92,21.09,82.95,1,Cost-effective and timely
234,Project_234,Residential Building,Description of Project_234 in Residential Building.,294,Rural,4158761,Company_46,3559609.76,2025-08-15,244,680,32,58418900.84,48,0.76,0,-14.41,-17.01,89.61,1,Cost-effective and timely
234,Project_234,Residential Building,Description of Project_234 in Residential Building.,294,Rural,4158761,Company_143,4126140.76,2025-03-05,282,223,19,55304424.92,0,0.57,0,-0.78,-4.08,63.64,0,High deviation in cost or deadlines
234,Project_234,Residential Building,Description of Project_234 in Residential Building.,294,Rural,4158761,Company_802,4826909.99,2025-12-03,303,104,21,239143895.63,7,0.55,1,16.07,3.06,62.62,0,High deviation in cost or deadlines
235,Project_235,Industrial Complex,Description of Project_235 in Industrial Complex.,326,Urban,2361451,Company_231,2440210.48,2025-04-14,344,724,21,272241204.32,47,0.83,1,3.34,5.52,90.18,1,Cost-effective and timely
235,Project_235,Industrial Complex,Description of Project_235 in Industrial Complex.,326,Urban,2361451,Company_673,2809086.36,2025-07-06,309,724,24,82340205.35,13,0.61,0,18.96,-5.21,67.66,0,High deviation in cost or deadlines
235,Project_235,Industrial Complex,Description of Project_235 in Industrial Complex.,326,Urban,2361451,Company_915,1958448.06,2025-10-24,288,282,12,466010892.51,15,0.61,1,-17.07,-11.66,60.68,0,High deviation in cost or deadlines
235,Project_235,Industrial Complex,Description of Project_235 in Industrial Complex.,326,Urban,2361451,Company_989,2382790.45,2025-06-16,300,665,10,409667544.11,0,0.55,0,0.9,-7.98,57.02,0,High deviation in cost or deadlines
235,Project_235,Industrial Complex,Description of Project_235 in Industrial Complex.,326,Urban,2361451,Company_244,2613106.8,2025-11-05,374,242,13,292148517.87,46,0.64,0,10.66,14.72,71.57,1,Cost-effective and timely
236,Project_236,Bridge Construction,Description of Project_236 in Bridge Construction.,502,Rural,8375695,Company_609,8218885.64,2025-12-09,595,427,29,37787541.32,50,0.73,1,-1.87,18.53,88.97,1,Cost-effective and timely
236,Project_236,Bridge Construction,Description of Project_236 in Bridge Construction.,502,Rural,8375695,Company_40,9765973.69,2025-08-21,457,301,31,467127288.37,44,0.89,0,16.6,-8.96,95.65,1,Cost-effective and timely
236,Project_236,Bridge Construction,Description of Project_236 in Bridge Construction.,502,Rural,8375695,Company_562,9097280.87,2025-02-18,560,594,35,463911197.53,0,0.62,1,8.62,11.55,72.92,1,Cost-effective and timely
236,Project_236,Bridge Construction,Description of Project_236 in Bridge Construction.,502,Rural,8375695,Company_680,7662552.74,2025-11-19,495,621,25,95067656.05,39,0.78,0,-8.51,-1.39,86.53,1,Cost-effective and timely
236,Project_236,Bridge Construction,Description of Project_236 in Bridge Construction.,502,Rural,8375695,Company_796,9456486.2,2025-03-06,580,452,34,135202564.11,30,0.99,0,12.9,15.54,97.75,1,Cost-effective and timely
237,Project_237,Road Construction,Description of Project_237 in Road Construction.,211,Rural,8710844,Company_71,7609213.98,2025-05-26,307,475,17,292469754.57,47,0.85,0,-12.65,45.5,83.1,1,Cost-effective and timely
237,Project_237,Road Construction,Description of Project_237 in Road Construction.,211,Rural,8710844,Company_803,8137443.46,2025-02-16,243,740,31,187278902.34,1,0.52,0,-6.58,15.17,66.78,0,High deviation in cost or deadlines
237,Project_237,Road Construction,Description of Project_237 in Road Construction.,211,Rural,8710844,Company_94,8078457.03,2025-10-27,275,158,13,160673875.37,25,0.56,0,-7.26,30.33,61.31,0,High deviation in cost or deadlines
237,Project_237,Road Construction,Description of Project_237 in Road Construction.,211,Rural,8710844,Company_255,7195640.54,2025-10-19,179,720,42,186140587.17,49,0.62,1,-17.39,-15.17,87.16,1,Cost-effective and timely
237,Project_237,Road Construction,Description of Project_237 in Road Construction.,211,Rural,8710844,Company_44,7268035.89,2025-06-09,215,367,46,359419209.16,36,0.94,0,-16.56,1.9,105.23,1,Cost-effective and timely
238,Project_238,Bridge Construction,Description of Project_238 in Bridge Construction.,185,Suburban,14706857,Company_872,12522042.31,2025-06-26,235,664,16,90953250.91,8,0.84,1,-14.86,27.03,70.21,1,Cost-effective and timely
238,Project_238,Bridge Construction,Description of Project_238 in Bridge Construction.,185,Suburban,14706857,Company_511,15523873.16,2025-11-03,150,361,5,245476970.4,32,0.89,0,5.56,-18.92,76.99,1,Cost-effective and timely
238,Project_238,Bridge Construction,Description of Project_238 in Bridge Construction.,185,Suburban,14706857,Company_877,13516070.91,2025-04-19,170,199,8,198298123.08,44,0.66,0,-8.1,-8.11,70.39,1,Cost-effective and timely
238,Project_238,Bridge Construction,Description of Project_238 in Bridge Construction.,185,Suburban,14706857,Company_982,17243118.52,2025-12-01,151,381,41,310215348.67,17,0.99,1,17.25,-18.38,95.64,1,Cost-effective and timely
238,Project_238,Bridge Construction,Description of Project_238 in Bridge Construction.,185,Suburban,14706857,Company_935,16164215.05,2025-11-26,198,216,42,480347745.51,29,0.55,1,9.91,7.03,80.9,1,Cost-effective and timely
239,Project_239,Bridge Construction,Description of Project_239 in Bridge Construction.,329,Rural,16674319,Company_211,13681985.89,2025-12-18,356,471,50,332708581.85,5,0.88,1,-17.95,8.21,92.55,1,Cost-effective and timely
239,Project_239,Bridge Construction,Description of Project_239 in Bridge Construction.,329,Rural,16674319,Company_369,14973596.43,2025-12-16,293,670,31,316559767.78,40,0.71,0,-10.2,-10.94,85.23,1,Cost-effective and timely
239,Project_239,Bridge Construction,Description of Project_239 in Bridge Construction.,329,Rural,16674319,Company_530,17801931.35,2025-07-21,325,602,22,298157912.64,7,0.86,0,6.76,-1.22,78.53,1,Cost-effective and timely
239,Project_239,Bridge Construction,Description of Project_239 in Bridge Construction.,329,Rural,16674319,Company_976,17976688.85,2025-04-23,302,490,48,298014795.77,19,0.95,0,7.81,-8.21,101.64,1,Cost-effective and timely
239,Project_239,Bridge Construction,Description of Project_239 in Bridge Construction.,329,Rural,16674319,Company_501,13891547.72,2025-03-13,323,636,45,459565939.56,8,0.73,0,-16.69,-1.82,85.02,1,Cost-effective and timely
240,Project_240,Bridge Construction,Description of Project_240 in Bridge Construction.,625,Urban,12858858,Company_240,14075447.45,2025-03-10,623,817,11,94406783.41,50,0.54,0,9.46,-0.32,67.08,0,High deviation in cost or deadlines
240,Project_240,Bridge Construction,Description of Project_240 in Bridge Construction.,625,Urban,12858858,Company_749,10301530.22,2025-07-28,585,873,30,315643634.88,38,0.76,1,-19.89,-6.4,85.33,1,Cost-effective and timely
240,Project_240,Bridge Construction,Description of Project_240 in Bridge Construction.,625,Urban,12858858,Company_18,14546968.03,2025-04-05,699,899,41,233573765.42,23,0.81,0,13.13,11.84,90.64,1,Cost-effective and timely
240,Project_240,Bridge Construction,Description of Project_240 in Bridge Construction.,625,Urban,12858858,Company_510,15427276.33,2025-08-02,662,669,7,13175859.78,30,0.82,1,19.97,5.92,72.25,1,Cost-effective and timely
240,Project_240,Bridge Construction,Description of Project_240 in Bridge Construction.,625,Urban,12858858,Company_83,15389939.94,2025-07-24,618,553,6,350086975.56,41,0.52,0,19.68,-1.12,58.88,0,High deviation in cost or deadlines
241,Project_241,Residential Building,Description of Project_241 in Residential Building.,374,Suburban,13516489,Company_111,12610887.97,2025-12-03,404,924,11,322873286.23,13,0.81,1,-6.7,8.02,71.07,1,Cost-effective and timely
241,Project_241,Residential Building,Description of Project_241 in Residential Building.,374,Suburban,13516489,Company_429,11935519.12,2025-02-20,431,850,43,379094144.97,0,0.51,0,-11.7,15.24,72.34,1,Cost-effective and timely
241,Project_241,Residential Building,Description of Project_241 in Residential Building.,374,Suburban,13516489,Company_465,11812460.2,2025-11-04,361,826,40,418764284.01,36,0.88,0,-12.61,-3.48,99.0,1,Cost-effective and timely
241,Project_241,Residential Building,Description of Project_241 in Residential Building.,374,Suburban,13516489,Company_432,15232734.33,2025-11-19,396,927,39,289068176.23,1,0.65,1,12.7,5.88,76.53,1,Cost-effective and timely
241,Project_241,Residential Building,Description of Project_241 in Residential Building.,374,Suburban,13516489,Company_718,11388347.87,2025-11-07,377,611,25,374396618.69,9,0.86,0,-15.74,0.8,79.27,1,Cost-effective and timely
242,Project_242,Industrial Complex,Description of Project_242 in Industrial Complex.,335,Suburban,2925945,Company_116,3021937.56,2025-02-04,405,72,48,122623190.03,30,0.84,0,3.28,20.9,99.73,1,Cost-effective and timely
242,Project_242,Industrial Complex,Description of Project_242 in Industrial Complex.,335,Suburban,2925945,Company_728,3360280.56,2025-09-05,296,375,45,395412653.36,4,0.97,0,14.84,-11.64,93.22,1,Cost-effective and timely
242,Project_242,Industrial Complex,Description of Project_242 in Industrial Complex.,335,Suburban,2925945,Company_662,2553389.76,2025-12-10,435,651,40,274388711.24,2,0.78,0,-12.73,29.85,80.29,1,Cost-effective and timely
242,Project_242,Industrial Complex,Description of Project_242 in Industrial Complex.,335,Suburban,2925945,Company_309,3192309.21,2025-12-07,394,369,24,339954508.3,41,0.77,0,9.1,17.61,84.25,1,Cost-effective and timely
242,Project_242,Industrial Complex,Description of Project_242 in Industrial Complex.,335,Suburban,2925945,Company_85,2723457.36,2025-11-06,419,903,39,466571636.73,17,0.56,0,-6.92,25.07,75.72,1,Cost-effective and timely
243,Project_243,Bridge Construction,Description of Project_243 in Bridge Construction.,337,Urban,6069906,Company_681,6656463.28,2025-10-28,378,488,6,281381047.72,18,0.53,1,9.66,12.17,55.47,0,High deviation in cost or deadlines
243,Project_243,Bridge Construction,Description of Project_243 in Bridge Construction.,337,Urban,6069906,Company_569,7282269.93,2025-10-19,338,272,46,293407899.58,35,0.59,0,19.97,0.3,85.44,1,Cost-effective and timely
243,Project_243,Bridge Construction,Description of Project_243 in Bridge Construction.,337,Urban,6069906,Company_931,5764583.08,2025-02-21,309,416,45,134753233.08,15,0.6,0,-5.03,-8.31,82.76,1,Cost-effective and timely
243,Project_243,Bridge Construction,Description of Project_243 in Bridge Construction.,337,Urban,6069906,Company_837,5602227.15,2025-11-23,320,167,5,105910373.68,32,0.59,0,-7.7,-5.04,62.11,0,High deviation in cost or deadlines
243,Project_243,Bridge Construction,Description of Project_243 in Bridge Construction.,337,Urban,6069906,Company_110,6038778.78,2025-07-14,318,628,32,53632389.77,37,1.0,0,-0.51,-5.64,103.33,1,Cost-effective and timely
244,Project_244,Road Construction,Description of Project_244 in Road Construction.,333,Rural,13185819,Company_828,12449943.93,2025-06-20,367,92,34,181772177.95,15,0.78,1,-5.58,10.21,84.14,1,Cost-effective and timely
244,Project_244,Road Construction,Description of Project_244 in Road Construction.,333,Rural,13185819,Company_367,10782833.81,2025-10-16,290,684,33,470923306.58,22,0.53,0,-18.22,-12.91,70.73,1,Cost-effective and timely
244,Project_244,Road Construction,Description of Project_244 in Road Construction.,333,Rural,13185819,Company_141,15188353.42,2025-11-25,308,343,39,240363663.06,23,0.85,1,15.19,-7.51,91.43,1,Cost-effective and timely
244,Project_244,Road Construction,Description of Project_244 in Road Construction.,333,Rural,13185819,Company_821,14148102.86,2025-06-11,331,219,47,425059425.34,13,0.55,0,7.3,-0.6,81.54,1,Cost-effective and timely
244,Project_244,Road Construction,Description of Project_244 in Road Construction.,333,Rural,13185819,Company_110,14521179.34,2025-10-08,342,389,38,181359681.31,49,0.88,0,10.13,2.7,102.95,1,Cost-effective and timely
245,Project_245,Bridge Construction,Description of Project_245 in Bridge Construction.,539,Suburban,6855834,Company_313,6946039.24,2025-11-13,540,245,18,377835813.76,12,0.52,0,1.32,0.19,63.81,0,High deviation in cost or deadlines
245,Project_245,Bridge Construction,Description of Project_245 in Bridge Construction.,539,Suburban,6855834,Company_141,7298208.52,2025-11-22,510,210,7,207638738.56,49,0.97,1,6.45,-5.38,90.18,1,Cost-effective and timely
245,Project_245,Bridge Construction,Description of Project_245 in Bridge Construction.,539,Suburban,6855834,Company_63,7656816.25,2025-05-22,511,420,23,72702375.89,18,0.65,0,11.68,-5.19,71.62,1,Cost-effective and timely
245,Project_245,Bridge Construction,Description of Project_245 in Bridge Construction.,539,Suburban,6855834,Company_223,6470520.12,2025-02-07,544,915,8,395785421.28,41,0.53,1,-5.62,0.93,63.48,0,High deviation in cost or deadlines
245,Project_245,Bridge Construction,Description of Project_245 in Bridge Construction.,539,Suburban,6855834,Company_697,7621698.6,2025-04-17,501,165,23,251643364.94,38,0.78,0,11.17,-7.05,83.92,1,Cost-effective and timely
246,Project_246,Bridge Construction,Description of Project_246 in Bridge Construction.,716,Suburban,13130427,Company_746,13469551.69,2025-08-18,738,897,39,322605806.63,23,0.99,1,2.58,3.07,101.28,1,Cost-effective and timely
246,Project_246,Bridge Construction,Description of Project_246 in Bridge Construction.,716,Suburban,13130427,Company_593,15233925.06,2025-05-25,697,167,30,63143928.2,0,0.86,0,16.02,-2.65,78.93,1,Cost-effective and timely
246,Project_246,Bridge Construction,Description of Project_246 in Bridge Construction.,716,Suburban,13130427,Company_481,14241167.05,2025-11-22,781,376,6,248215005.96,3,0.84,0,8.46,9.08,65.61,0,High deviation in cost or deadlines
246,Project_246,Bridge Construction,Description of Project_246 in Bridge Construction.,716,Suburban,13130427,Company_948,13770097.24,2025-11-15,751,755,11,451809154.31,13,0.5,0,4.87,4.89,57.74,0,High deviation in cost or deadlines
246,Project_246,Bridge Construction,Description of Project_246 in Bridge Construction.,716,Suburban,13130427,Company_247,13949186.07,2025-04-27,773,343,24,60343237.35,7,0.58,1,6.24,7.96,67.18,0,High deviation in cost or deadlines
247,Project_247,Residential Building,Description of Project_247 in Residential Building.,515,Suburban,13991627,Company_447,15010929.93,2025-10-28,554,160,25,365722692.02,14,0.92,0,7.29,7.57,84.74,1,Cost-effective and timely
247,Project_247,Residential Building,Description of Project_247 in Residential Building.,515,Suburban,13991627,Company_590,13339966.76,2025-04-24,563,116,44,332354416.2,9,0.59,1,-4.66,9.32,80.26,1,Cost-effective and timely
247,Project_247,Residential Building,Description of Project_247 in Residential Building.,515,Suburban,13991627,Company_544,11898330.16,2025-02-13,577,486,16,258296514.45,29,0.87,1,-14.96,12.04,80.3,1,Cost-effective and timely
247,Project_247,Residential Building,Description of Project_247 in Residential Building.,515,Suburban,13991627,Company_459,15215159.49,2025-05-02,488,515,6,315188554.36,6,0.56,1,8.74,-5.24,55.07,0,High deviation in cost or deadlines
247,Project_247,Residential Building,Description of Project_247 in Residential Building.,515,Suburban,13991627,Company_916,13654414.77,2025-04-13,514,355,47,450834339.12,31,0.77,1,-2.41,-0.19,98.05,1,Cost-effective and timely
248,Project_248,Road Construction,Description of Project_248 in Road Construction.,626,Urban,2874270,Company_19,2445078.79,2025-11-12,665,125,38,267603372.5,27,0.94,1,-14.93,6.23,96.94,1,Cost-effective and timely
248,Project_248,Road Construction,Description of Project_248 in Road Construction.,626,Urban,2874270,Company_52,3116282.68,2025-11-03,689,294,14,391716042.59,23,0.55,0,8.42,10.06,62.77,0,High deviation in cost or deadlines
248,Project_248,Road Construction,Description of Project_248 in Road Construction.,626,Urban,2874270,Company_344,2840106.88,2025-12-14,701,695,49,298812291.05,30,0.61,1,-1.19,11.98,89.68,1,Cost-effective and timely
